loca_2,representative_point_lat,representative_point_lng
PENDLETON,-36.1407133,140.52063218615473
PENOLA,-37.395231485,140.88347773208625
PETHERICK,-36.359879315,140.1495814257217
PETINA,-32.306462185,134.401884808781
PICHI RICHI,-32.34322459,138.0035165175817
PINBONG,-32.838720315,135.3944469414554
PALABIE,-33.128100895,135.39409982246326
MOOROOROO,-34.53095655,139.03401189128567
PYGERY,-32.986220995,135.39437899917846
MURRAY,-32.72075012,134.52854353396503
PARACHILNA,-31.22607187,138.40665410355996
ROBERTSON,-37.1050767,140.70269031076856
MOONABIE,-33.224462544999994,137.04894363308352
MULOOWURTIE,-34.554295765,137.79142257257143
MYPONGA,-35.3778505,138.47212817340807
NANGKITA,-35.440111,138.80741811232156
ROUNSEVELL,-33.104389499999996,134.47708547200787
MUNDOORA,-33.547070145,138.02824912756904
MUNNO PARA,-34.6891273,138.67862871279488
MINECROW,-36.79114876,140.168538275817
KILLANOOLA,-37.248918700000004,140.70220317083235
KING,-33.693231,139.27022991355244
KEITH,-32.10380069,133.1511711150666
RITCHIE,-35.94577838,136.93313472135821
ROBY,-35.426216615,139.7568043110116
ROSS,-37.10559782,139.99340366739813
MOODY,-34.07466849,136.00910296471977
MOORKITABIE,-32.87358702,134.89784147168513
MOOROOK,-34.31570572,140.2772567859589
NACKARA,-32.81687898,139.22756759813177
NANGWARRY,-37.543401105,140.88318571369433
RUDALL,-33.70435205,136.18415503199375
OLADDIE,-32.50571951,138.6648368595453
NAPPERBY,-33.215132595,138.13497752902856
PALKAGEE,-33.57172875,135.8422774739041
PYAP,-34.467293525,140.46550843762117
PRICE,-35.411623885,140.1647241834496
WANDANA,-32.134569205000005,133.8210158688047
SCOTT,-32.72436145,134.35455787972012
MINLACOWIE,-34.823481564999994,137.55794832463283
MINNIPA,-32.840227229999996,135.2224442341667
MITCHELL,-34.05590784,135.52637832917515
STRAWBRIDGE,-35.7264984,139.70010059157642
YARANYACKA,-34.246178195,136.15901686916015
STOW,-34.071674485,138.35935173326624
ULIPA,-34.257610205,135.44603440121847
ULYERRA,-33.41449725,135.69070491362177
MAYURRA,-37.682835755,140.33568733551584
MCCALLUM,-35.913264870000006,140.6696865273741
MCCULLOCH,-32.21817016,138.79012913307332
MCGORRERY,-34.754130634999996,140.8654714533696
MCGREGOR,-33.397462295,137.28436185525712
MCNAMARA,-36.14284075,139.95717858523375
MCPHERSON,-34.973281325,140.17067216214826
MESSENT,-36.13649745,139.79313783610888
MILNE,-33.72614875,138.6340191391855
MILTALIE,-33.54703742,136.75748779124999
MINBRIE,-33.54703742,136.93085849765916
MINBURRA,-32.50467267,138.99563086923203
PALMER,-32.343929689999996,138.21352293656756
QUIRKE,-35.474959995000006,140.85812136354758
MORALANA,-31.61904184,138.52093892960158
MORGAN,-32.852755130000006,138.8051117276159
MINDARIE,-34.789645050000004,140.29027257406062
MELVILLE,-35.083183985000005,137.64139626498383
KILKERRAN,-34.378531734999996,137.55616419821624
KETCHOWLA,-33.215774890000006,139.26795662425212
LAKE WANGARY,-34.580272550000004,135.49478434079015
NICHOLLS,-33.9095415,135.85398681411635
NILGINEE,-33.235666455,136.89432234788563
KONDOPARINGA,-35.290341165,138.79372825716513
NEWLAND,-35.93547374,137.1140234023635
KONGORONG,-37.947461989999994,140.53719659748094
KOOLGERA,-32.313151375000004,134.77038223198764
KOONGAWA,-33.124430970000006,135.91352578054943
KUITPO,-35.1661291,138.70746472478953
LAFFER,-36.144241495,140.14983452356492
WITERA,-33.035788285,134.6918173180525
WOOLUMBOOL,-36.791290475,140.34162721124463
WUDINNA,-32.98706423,135.566861956599
YALANDA,-33.273817565,136.70471897146567
SHAUGH,-35.915300125,140.85652008622685
SMEATON,-33.57266897,136.18461585930422
MORTLOCK,-34.407969375,135.6639012923211
MOSELEY,-33.03843165,136.5125181676509
RANDELL,-33.07600618,137.43837666975443
MOULE,-32.06126564,133.53443429836716
PARA WIRRA,-34.7576079,138.85265075477068
NOARLUNGA,-35.072941085,138.61705298944383
RICHARDS,-35.926079200000004,139.95756881212753
RIDDOCH,-37.540633105,140.51804062367157
RIDLEY,-34.76173075,139.49446726270457
MCDONALD,-35.95381514,136.76944667565743
MCINTOSH,-33.4128781,135.55270837582623
MCLACHLAN,-33.57689703,135.7080490134377
MENZIES,-35.645854735,137.5132409642217
MILLER,-31.734243315,132.18070992243764
REDHILL,-33.548327099999995,138.17201327866712
REES,-33.57114713,139.26978610532592
REYNOLDS,-33.4024341,138.63393729351992
PANITYA,-33.1754506,136.1270608211422
RAMSAY,-34.82316109,137.74235303233473
MOOROWIE,-35.00883283,137.46729761929907
NARACOORTE,-36.964797915,140.7027311710873
NASH,-31.848186595,132.54106538781377
ORATUNGA,-31.142531415,138.58448499787906
PAISLEY,-34.3976876,139.7174129355052
WELLS,-36.358539275,139.95623864648874
WILCHERRY,-32.856392035,136.51268666522742
TINLINE,-33.460001059999996,135.24345577430483
TRAVERS,-33.051270335,135.05720584237733
YATALA,-34.83028425,138.69084672285248
WARCOWIE,-31.707154235,138.6790894325552
WARRAKIMBO,-31.857069725000002,138.0079457212861
WILTUNGA,-33.811368009999995,137.97868963184447
TIPARRA,-34.18461137,137.67351040461114
YANKALILLA,-35.518121115,138.31573897369975
WOKURNA,-33.6645443,137.97888122545135
SEDDON,-35.884234140000004,137.30006372466198
TICKERA,-33.742268179999996,137.80317369778174
WARD,-33.670105015,134.9957487112644
SLEAFORD,-34.878019045,135.65579335162755
UPPER WAKEFIELD,-34.049164055,138.65463050385222
WAURALTEE,-34.55421055,137.59492254379498
WAY,-33.847896265,135.23016808939582
TALUNGA,-34.812485945,138.94830361899986
WALLANIPPIE,-32.43116243,133.99077083885203
WILLUNGA,-35.247717405,138.54034546415642
KEKWICK,-34.7532359,140.66455004227174
KELLY,-33.234101530000004,136.51244545894568
KENNION,-37.39366925,140.33458101246833
KINGSFORD,-34.989402979999994,140.6958318488132
NILPENA,-31.106794880000002,138.3983642220752
SQUIRE,-33.44467872,135.4145010169666
WALPUPPIE,-32.45386599,134.598956288086
STANLEY,-33.931982225,138.824727500219
SPENCE,-37.034069625,140.5440503692646
WALLALA,-32.31020471,134.59892868632892
WALLIS,-33.24454245,135.06177687813874
WALLOWAY,-32.683500734999996,138.66485841094436
YANGYA,-33.26799245,138.45108641065846
YANINEE,-32.97879077,135.22244789652825
STIRLING,-36.143019345,140.34255699720717
STOKES,-34.241514075,135.91314002393298
YANTANABIE,-32.443009599999996,134.77060644784012
YANYARRIE,-32.3446984,138.53498168644148
YARRAH,-32.19566531,137.95611750934745
WARROW,-34.42318583,135.455020062684
STRATHALBYN,-35.190185545,138.9504696741646
WATERHOUSE,-37.176943725,139.82235837277696
SYMON,-37.39046315,140.15440712152582
KIRKPATRICK,-35.56153076,139.69996336527612
KOORINGA,-33.707649465,138.95804721180622
KOPPIO,-34.396144535,135.86510726402196
WONNA,-33.210594040000004,139.10380351761577
WONOKA,-31.857632295000002,138.36024846398362
WOOLUNDUNGA,-32.53826188,138.0033243914573
WOOLYANA,-31.618814885,138.3604240558273
WYACCA,-32.04858091,137.9906025060817
YACKAMOORUNDIE,-33.55080785,138.4754561112176
YADNARIE,-33.688408800000005,136.41017186830862
KULPARA,-34.041179295000006,138.00876159934904
LACEPEDE,-36.790883859999994,139.91716855143173
LAKE GEORGE,-37.39312332,139.98903404802752
ULEY,-34.72206745,135.61303418060425
WIRREANDA,-32.04958425,138.51837458602841
WIRREGA,-36.359457160000005,140.5776087566615
WONGYARRA,-32.893477465000004,138.1733547095892
NINNES,-33.940265280000006,137.97847606264355
KOOLUNGA,-33.54955235,138.32941680661474
KOOLYWURTIE,-34.68944914,137.57352442015883
KINGSTON,-33.5529135,138.944576761725
NEALES,-34.194287095,139.17120569764984
NEVILLE,-36.3574025,139.79864272739206
NILDOTTIE,-34.585069595,139.67517826868374
WARREN,-33.539917085,137.15373441566646
WOOKATA,-31.921429135,132.17950819711143
WALLAROO,-33.98834719,137.6410413773679
UROONDA,-32.19911115,138.51861251609773
VERRAN,-33.880271765,136.2356445596109
VINCENT,-34.9672123,139.847409390174
WAIKERIE,-34.27092604,139.90987604138246
STUART,-33.977220384999995,139.77850150907545
STURDEE,-31.888562165000003,132.30381059484114
TALIA,-33.460243555000005,135.07272330479623
TARCOWIE,-33.022904874999995,138.5070114934408
TARLTON,-32.588690299999996,134.52836442314072
TATIARA,-36.36132675,140.84531230328804
WATERLOO,-34.10651522,138.92017786745242
WHYTE,-33.210664550000004,138.81100021192745
YALPARA,-32.503484314999994,138.81500157065034
SENIOR,-36.140284550000004,140.87656496584447
SEYMOUR,-35.28160175,139.5360742993064
SHANNON,-34.058281045,135.6924898001331
SHERLOCK,-35.282070149999996,139.756891037194
SHORT,-37.39111088,140.51778207508937
SKURRAY,-34.398270499999995,139.527691055148
SMITH,-37.248794155,140.16345373426213
SOLOMON,-33.231996335000005,136.33947567548867
YOUNGHUSBAND,-34.912708359999996,139.46804812590398
WAROONEE,-32.50442931,139.22726133707198
WARRAMBOO,-33.270110005,135.6769453582599
WILLOCHRA,-32.540869635,138.16320879182393
WILLOWIE,-32.732723050000004,138.3411484700455
WILSON,-34.97400885,140.01175276209477
WILTON,-33.664290285,137.1130308677656
WINNINOWIE,-32.734982654999996,137.99441927723421
TUNGKILLO,-34.8921792,139.08367417579558
YEDNALUE,-32.050400145,138.67592346672285
YONGALA,-33.01979675,138.80579900806674
YOUNG,-37.6818256,140.7007178923732
WILLALOOKA,-36.359756775,140.34230240403946
TELOWIE,-33.04155927,138.07336601820384
TEROWIE,-33.209715875,138.95859338920027
TOMKINSON,-33.40263598,139.21612719612003
TOOLIGIE,-33.75667218,135.84242731635385
TOWNSEND,-36.959852315,140.19856312212994
TRUNCH,-31.61720692,132.3444432477067
ENCOUNTER BAY,-35.4899038,138.51615517741777
DUDLEY,-35.81034416,137.95163165498508
GOOLWA,-35.463995,138.68929561277446
LOUTH,-34.56371432,135.84683662372177
LINCOLN,-34.71951828,135.78346250545778
PORT ADELAIDE,-34.744657765,138.5483107106765
WARRENBEN,-35.19577622,137.0028373045034
WRIGHT,-33.201406885,134.76778160067423
WAITPINGA,-35.604631345,138.38211770965387
WRENFORDSLEY,-33.08188429,134.34545234961757
ST CLAIR,-34.87051362,138.5350159926129
MOORILLAH,-30.85995208,138.48288098022908
BOSWORTH,-30.89881497,137.4882156011604
MOUNT EBA,-30.009401009999998,135.68076684854472
MOUNT VIVIAN,-30.481444185,135.80793679282937
CHUNDARIA,-31.435359245,132.65267511405483
EDIACARA,-30.817070625,138.14795382626346
MITCHIDY MOOLA,-31.612377799999997,132.51630816697624
LAKE TORRENS STATION,-31.64949,137.974992852691
