loca_2,centroid_lat,centroid_lng
WATERFALL,-34.12767095905384,150.99157071198624
WATERLOO,-33.899876758049516,151.20730029387832
WATERSLEIGH,-34.85533632865639,150.5189335923873
BLUE NOBBY,-29.0620046882315,150.6142065272707
WATERVIEW,-29.686684283994445,152.90290295299008
WATERVIEW HEIGHTS,-29.69252526059623,152.85146096311425
WATSONS BAY,-33.84080719672014,151.28200379207652
WATSONS CREEK,-30.697431383392598,151.00281417432873
WATTAMOLLA,-34.72506278220911,150.63418242993703
WATTAMONDARA,-33.94178898204424,148.59223869318285
WATTLE FLAT,-33.140637185384136,149.68468050986263
WATTLE GROVE,-33.95317702150325,150.94008883725363
WATTLE PONDS,-32.52099087150629,151.19142429844246
WATTLE RIDGE,-34.283200942832565,150.4274088653455
BLUE VALE,-30.82539384254614,150.2219500566831
WATTLE SPRINGS,-31.446465353715123,149.28101552326444
WATTON,-33.31154388051131,149.41788269244648
WAUCHOPE,-31.472070552753117,152.7325104653945
WAUGORAH,-34.50934045481004,143.81000986942092
WAUKIVORY,-32.10717094097701,152.04385658906622
WAVERLEY,-33.901329464340364,151.25576476189153
WAVERLY,-31.872476373725927,151.08572137116303
WAVERTON,-33.83982048262678,151.19778683669736
WAY WAY,-30.780643252537786,152.9397534465279
WAYO,-34.62268256058873,149.61543992102824
BLUEYS BEACH,-32.35031634488307,152.53005353231353
WEABONGA,-31.19344417794683,151.30387817848083
WEAN,-30.707300654690894,150.2727218337778
WEBBERS CREEK,-32.58240999408712,151.51272943871072
WEBBS CREEK,-33.35016952766877,150.90793023947194
WEDDERBURN,-34.14127433294102,150.82368630695805
WEE JASPER,-35.136051173199334,148.6626944476872
WEE WAA,-30.309895459451024,149.38717872784653
WEEDALLION,-34.20068116901662,147.88442793254833
WEEMELAH,-29.0444547523776,149.2882840231343
WEETALIBA,-31.635800411981794,149.58073663111045
WEETHALLE,-33.85870135811609,146.58527436721073
WEILMORINGLE,-29.179269051950335,146.81330610539464
WEISMANTELS,-32.25829064019196,151.92056559867103
WELAREGANG,-36.011371243811894,147.96468790695445
WELBY,-34.43925133333187,150.4306010426522
WELLINGROVE,-29.561941255060574,151.51174477435333
WELLINGTON,-32.565644059360224,148.96109549362353
WELLINGTON VALE,-29.414624445820333,151.73500669623257
WELLS CROSSING,-29.897092676444956,153.0290278790083
BOAMBEE,-30.33395245147293,153.0559962971974
WENDOREE PARK,-33.4555097013846,151.161731270473
WENTWORTH,-33.919727749437435,142.02401813522988
WENTWORTH FALLS,-33.72168290639914,150.37971275526547
WENTWORTHVILLE,-33.80731435744959,150.97008412866396
WERAI,-34.61102888702862,150.36538897946502
WEREBOLDERA,-35.38790278388177,148.21992487424285
WERMATONG,-35.37849180928881,148.30463070802378
WEROMBI,-33.98616211363909,150.57980404363303
WERRI BEACH,-34.73334414491572,150.83422843634926
WERRIKIMBE,-31.25014561464093,152.21145178874224
BOAMBEE EAST,-30.345268618435842,153.07758141937484
WERRINGTON,-33.7591991425949,150.75264578737384
WERRINGTON COUNTY,-33.747074597768425,150.74750516032017
WERRINGTON DOWNS,-33.74169580301806,150.73214645861108
WERRIS CREEK,-31.34737461867836,150.62164008637816
WEST ALBURY,-36.07468523787149,146.888580590834
WEST BALLINA,-28.859157383196788,153.52347265400854
WEST BATHURST,-33.40860603304995,149.5633126822373
WEST CORAKI,-29.00263986590957,153.20862954943013
WEST GOSFORD,-33.42200920010285,151.32362492808736
WEST HAVEN,-31.635031784013513,152.78392161316364
BOAMBOLO,-34.97705214065596,148.89098732571634
WEST HOXTON,-33.93304613115215,150.83226150405002
WEST KEMPSEY,-31.05984288943386,152.82997294676488
WEST NOWRA,-34.88216493891535,150.5834025979805
WEST PENNANT HILLS,-33.74831156227567,151.03363573971362
WEST PYMBLE,-33.76423332475235,151.1299866245806
WEST RYDE,-33.80736158871777,151.08385175601342
WEST TAMWORTH,-31.101075464852524,150.9076018312646
WEST WALLSEND,-32.896312009356926,151.56173877320083
WEST WIANGAREE,-28.53736961885949,152.9555781162443
WEST WOLLONGONG,-34.42398440013594,150.8673013434469
BOAT HARBOUR,-28.77846267988361,153.36924570866776
WEST WYALONG,-33.8749999045003,147.1079762656409
WESTBROOK,-32.44074817201631,151.28785154695672
WESTDALE,-35.56985610943968,147.88370542711817
WESTDALE,-31.091079349907975,150.85302534500812
WESTLEIGH,-33.71179300528848,151.07139758693893
WESTMEAD,-33.80867452942073,150.98624527125267
WESTON,-32.81164381328764,151.45618835733683
WESTWOOD,-35.39681623570506,147.98362438030165
WETHERILL PARK,-33.842713396472334,150.8992239708665
ALMA PARK,-35.60101018064721,146.8007987141741
BOAT HARBOUR,-32.78448278561743,152.1104210575692
WETUPPA,-35.328926366603696,143.86666300919114
WHALAN,-33.756030992888114,150.8050712857946
WHEENY CREEK,-33.45969182143066,150.72105637381893
WHEEO,-34.51335632482667,149.27865186462455
WHERROL FLAT,-31.791445992347168,152.2203270250309
WHIAN WHIAN,-28.60610455817066,153.34966531695528
WHIPORIE,-29.272669516927085,153.00729119995717
WHITE CLIFFS,-30.263270373279617,143.11915812306978
WHITE ROCK,-33.46532490136347,149.61727710646656
WHITEBRIDGE,-32.97237051804111,151.71862225121
BOBADAH,-32.273398995109794,146.68538351327115
WHITEMAN CREEK,-29.564861610225794,152.85503242041264
WHITTINGHAM,-32.61687737490139,151.21381394680205
WHITTON,-34.54759917343166,146.1415927234796
WHOOTA,-32.31509270190055,152.4808239350074
WIAGDON,-33.215972569206755,149.67041769687356
WIANGAREE,-28.511461157637648,152.97834518621693
WIARBOROUGH,-34.21943317820284,149.94614673761464
WICKHAM,-32.919524012727415,151.75711342245114
WIDDEN,-32.641519230676984,150.36903215131105
WIDGELLI,-34.357896228124375,146.15182284752373
BOBIN,-31.698293774268052,152.2831738728493
WILBERFORCE,-33.54508176471253,150.84592606237686
WILBETREE,-32.48195067201733,149.57484018658292
WILCANNIA,-31.287788871099973,143.59935523649344
WILD CATTLE CREEK,-30.14637427519245,152.74687089750773
WILDES MEADOW,-34.62669185713705,150.5225812070627
WILEY PARK,-33.92435093497081,151.06743768968803
WILLALA,-30.836756897523664,149.86070085269844
WILLAWARRIN,-30.938337924385532,152.63085842010253
WILLBRIGGIE,-34.47988594210077,145.99039938063208
WILLI WILLI,-30.966377140003676,152.3887857420888
BOBS CREEK,-31.59173211458487,152.75410012081588
WILLIAMSDALE,-35.58817069489614,149.15715001912784
WILLIAMTOWN,-32.80502482516294,151.83882132719935
WILLIGOBUNG,-35.6556065163416,148.03794423707527
WILLINA,-32.17843312473324,152.26944446582155
WILLMOT,-33.724086065712946,150.79284695212144
WILLOUGHBY,-33.80622474037394,151.2000020135835
WILLOUGHBY EAST,-33.799091759167936,151.20628814483572
WILLOW TREE,-31.638371742909207,150.73066006464853
WILLOW VALE,-34.73979118012129,150.79200848780093
WILLOW VALE,-34.43209317880158,150.47051515905537
BOBS FARM,-32.77774483888927,152.00137606165336
WILLURAH,-34.96966611044154,145.10765841836363
WILPINJONG,-32.326890636411306,149.87792974791458
WILSONS CREEK,-28.568770035123137,153.43201513022026
WILTON,-34.26598848124054,150.68562224995372
WIMBLEDON,-33.53918551483286,149.43507979067385
WIMBORNE,-30.689434878013873,150.6539504358244
WINBURNDALE,-33.31399830373404,149.80089785240423
WINDALE,-32.99209977992443,151.68115198446662
WINDANG,-34.52693607215186,150.8730445393289
WINDELLA,-32.69168147303644,151.4790554496802
BOBUNDARA,-36.46152673859678,148.97447097659088
WINDELLAMA,-35.013778195755826,149.91372844291791
WINDERA,-33.20831682172205,149.01911438226315
WINDERMERE,-32.6767398062506,151.45484908096955
WINDERMERE PARK,-33.115523398993986,151.53129508805534
WINDEYER,-32.79978821789357,149.57147218354692
WINDOWIE,-35.369977428807296,148.1355641919721
WINDRADYNE,-33.40542503292773,149.54509611814987
WINDSOR,-33.60910232329981,150.8211272567566
WINDSOR DOWNS,-33.6559897865781,150.8083022670813
WINDY,-31.62474558478262,150.40547716227053
BOCO,-36.60719831876779,149.1558323100075
WINEGROVE,-29.548033525778784,152.6871460829635
WINGADEE,-30.52197868184763,148.28385878113357
WINGELLO,-34.70070189156704,150.1791876757939
WINGEN,-31.90150106373139,150.9187098241544
WINGHAM,-31.858084529322966,152.35578402430068
WINIFRED,-36.48857884972811,149.3663562676523
WINMALEE,-33.67694594471046,150.61218008950377
WINSTON HILLS,-33.776725510667845,150.98099228745025
WINTON,-31.09028292035571,150.7042122840059
WIRLINGA,-36.04537790883786,147.0528715683896
BOCOBLE,-32.800922512628176,149.7308361867867
WIRRABA,-33.11346221013665,150.50847777239002
WIRRAGULLA,-32.454152268136404,151.73529913053204
WIRRIMAH,-34.11295229383847,148.42040945910642
WIRRIMBI,-30.670938183646495,152.9259033702218
WIRRINYA,-33.62855618702401,147.72570091173193
WISEMANS CREEK,-33.63395136902752,149.7177557518952
WISEMANS FERRY,-33.3954935142255,150.98044712458596
WITTITRIN,-31.100090537351974,152.55668956788048
WOG WOG,-35.26404514820303,150.05385641612287
WOG WOG,-37.07618279935567,149.44139987486568
BOCOBRA,-33.095110568840276,148.53860772819257
WOKO,-31.81033804872018,151.8444534240163
WOLGAN VALLEY,-33.25136797991023,150.16425311368894
WOLLANGAMBE,-33.34286523460391,150.44138635188511
WOLLAR,-32.364642175931955,149.97932444206012
WOLLEMI,-32.94951629886233,150.4517362199839
WOLLI CREEK,-33.93150167835891,151.15287734405314
WOLLOGORANG,-34.860274074596404,149.52382709808728
WOLLOMBI,-32.9529775042129,151.15670584949382
WOLLOMOMBI,-30.472530242826306,152.1302534756417
WOLLONGBAR,-28.81923655118461,153.40897125098908
BODALLA,-36.09332280410822,150.00959993489585
WOLLONGONG,-34.42779825853088,150.8930738675583
WOLLSTONECRAFT,-33.83258539284253,151.1951631952833
WOLLUMBOOLA,-34.95901478642539,150.72747859006907
WOLLUN,-30.848770312426034,151.44631446835166
WOLUMLA,-36.810053700664284,149.81350130351498
WOMBARRA,-34.277230294076155,150.9500296082999
WOMBAT,-34.425194576776114,148.23742781564914
WOMBAT CREEK,-29.51597314982249,152.75738940491178
WOMBEYAN CAVES,-34.30986302509141,149.94840373067777
WOMBOOTA,-35.9018841026439,144.5586646290826
ALPINE,-34.408542492917746,150.53728721145202
BODANGORA,-32.44215054949824,149.03357603762495
WOMERAH,-33.23594291625616,150.8001823677798
WONBOYN,-37.25246733040363,149.93356429584455
WONBOYN NORTH,-37.20202682612368,149.90893392978236
WONDABYNE,-33.50158588089088,151.23887681613698
WONDALGA,-35.394593990408154,148.0981290659349
WONGARBON,-32.298178435680086,148.80480033061266
WONGAWILLI,-34.47357230573108,150.75197837245938
WONGO CREEK,-30.72850360936309,150.51824195499907
WONGWIBINDA,-30.262487553312553,152.19951289513426
WOODBERRY,-32.793190024823154,151.67765720290936
WOODBINE,-34.04700295204753,150.82062426212434
WOODBURN,-35.389512318297484,150.39460787511987
WOODBURN,-29.09726194477987,153.35473129614923
WOODCROFT,-33.75643989129353,150.88071174387778
WOODENBONG,-28.37149140451248,152.58992703407094
WOODFORD ISLAND,-29.51395170151294,153.13446641339792
WOODFORD,-33.736058901291024,150.478478404324
WOODHILL,-34.72930759813116,150.67700486752145
WOODHOUSELEE,-34.57052968542803,149.63910618765152
WOODLANDS,-35.8001599911896,150.18391049893916
BOGAN,-32.02596575784142,147.4914914853763
WOODLANDS,-34.408302454711745,150.39435407169628
WOODLAWN,-28.76726112920483,153.3181853030372
WOODPARK,-33.84135598853468,150.96048497306796
WOODRISING,-32.985953293530336,151.6065736522784
WOODSIDE,-29.066858060103804,151.84048668216988
WOODSREEF,-30.43334300180557,150.7850049728275
WOODSTOCK,-33.76935800558999,148.8776093147773
WOODSTOCK,-35.35367942749461,150.4077452925567
WOODVIEW,-28.84695473268715,152.93937727813503
WOODVILLE,-32.66824005857667,151.62440505782976
BOGAN GATE,-33.09510800379424,147.7709193003338
WOODY HEAD,-29.367048466541824,153.36698719397373
WOOLBROOK,-30.95836432602838,151.32153473504474
WOOLGARLO,-34.878679426864096,148.72133134710305
WOOLGOOLGA,-30.099634353152716,153.16343505124422
WOOLI,-29.81658305448358,153.23915980377254
WOOLLAHRA,-33.88692235877286,151.24379079103417
WOOLLAMIA,-35.01428304617782,150.63919529178358
WOOLLOOMOOLOO,-33.871607565746466,151.2192708605735
WOOLNERS ARM,-28.684051857562526,152.83707679395175
WOOLOMIN,-31.31294609049101,151.14239698351372
BOGANGAR,-28.330942690881002,153.55982971854272
WOOLOOMA,-32.00427936277505,151.2111757959915
WOOLOOWARE,-34.04282318796184,151.140518524368
WOOLOWEYAH,-29.487624780922488,153.3155718626315
WOOLWICH,-33.83986974512135,151.17177678392056
WOOMARGAMA,-35.8577776958349,147.27711697575288
WOOMBAH,-29.313925423258627,153.28685267053078
WOONGARRAH,-33.23899909121258,151.47835037842088
WOONONA,-34.346354023181384,150.90179222607526
WOOTTON,-32.30125143429699,152.31719742804376
WOOYUNG,-28.452222305985494,153.53857576300175
BOGEE,-32.99435563241541,150.10080306390063
WORLDS END,-32.66723125752528,149.3801674955092
WORONORA,-34.02432188834156,151.04278485007328
WORONORA DAM,-34.16316178318718,150.9354341993683
WORONORA HEIGHTS,-34.03450527530547,151.02697815843297
WORRIGEE,-34.91235912302944,150.6384718193595
WORROWING HEIGHTS,-35.07600243542353,150.6402976616574
WOY WOY,-33.501156497418634,151.29600783002581
WOY WOY BAY,-33.47190141196304,151.2990756352513
WRATHALL,-35.36399541580934,146.8907143474035
WRIGHTS BEACH,-35.115989104795545,150.66660754901548
BOGGABILLA,-28.70451078061654,150.18519247182107
WRIGHTS CREEK,-33.301324574613254,151.0450092898578
WUULUMAN,-32.532322925920035,149.0761040471388
WYALONG,-33.917743176599735,147.30010508668872
WYAN,-29.062442995027958,152.87121912042264
WYANBENE,-35.78944640000011,149.67502224721332
WYANGALA,-33.979748385861015,148.9450447050043
WYANGLE,-35.2243441378448,148.3365936248337
WYBONG,-32.27163335938876,150.6555361579494
WYBUNG,-33.19249574350409,151.604719091164
WYEE,-33.17284594899036,151.4665368307379
BOGGABRI,-30.686820909728592,150.05635002382135
WYEE POINT,-33.14586526897438,151.507759053172
WYLIE CREEK,-28.560807176170467,152.17915599260908
WYLIES FLAT,-32.582739877670264,151.12194472589925
WYMAH,-35.99396749543587,147.26154030554505
WYNDHAM,-36.92255126712636,149.63292287521762
WYNEDEN,-28.532879663048757,152.92539433674514
WYOMING,-33.4046681122724,151.3635230266627
WYONG,-33.27641534158761,151.43233021510048
WYONG CREEK,-33.25618823391521,151.3335547804815
WYONGAH,-33.27175531663839,151.4866779102957
BOGONG PEAKS WILDERNESS,-35.52308103339477,148.3838188689157
WYRALLAH,-28.885388922270067,153.314003935514
YABBRA,-28.628609396281377,152.5044010936813
YADBORO,-35.39062326624863,150.1766913234439
YAGON,-32.44999335861409,152.44556299448126
YAGOONA,-33.9046357968757,151.02016629213952
YALBRAITH,-34.28717213946062,149.7429489532929
YALLAH,-34.53244300132325,150.794576109591
YALLAROI,-29.118541676435434,150.51991630545737
YALWAL,-34.95626919003411,150.36147584614412
YAMBA,-29.433221220267903,153.34062445345734
BOHENA CREEK,-30.407883817332497,149.63237306999625
YAMBULLA,-37.230410999113296,149.5881163935169
YANCO,-34.624780048699584,146.401944258516
YANDERRA,-34.317358920524605,150.57142761003183
YANGA,-34.73951683715624,143.7165415861524
YANKEES CREEK,-36.48831674882667,149.5474086090148
YANNERGEE,-31.463459162804746,150.06585236165745
YANTABULLA,-29.289952931996062,145.04133592379173
YAOUK,-35.798659679176,148.80497952457733
YARARA,-35.72015097377411,147.64887846869377
ALSTONVALE,-28.793743434350716,153.44406347360183
BOHNOCK,-31.946109532491715,152.56527488421204
YARRA,-34.81377304925164,149.60340903695408
YARRABANDAI,-33.135406926564734,147.57787619926012
YARRABIN,-32.62766277042575,149.28906991845707
YARRAGAL,-32.59642148134478,149.10504868977617
YARRAGRIN,-31.69182679572538,149.17479365074811
YARRAGUNDRY,-35.12147415543667,147.22164621619885
YARRAHAPINNI,-30.821006525208357,152.94862075486597
YARRAMALONG,-33.210524980471696,151.25635952743662
YARRAMAN,-31.665456982510584,150.14914178777485
BOLARO,-35.9223141966208,148.84668462369368
YARRAMUNDI,-33.63919176566776,150.6451767494377
YARRANBELLA,-30.724627775151998,152.76861565063984
YARRANGOBILLY,-35.680545271694285,148.49309987246082
YARRAS,-33.36459392543222,149.6725131828049
YARRAS,-31.429810581107795,152.35479467109238
YARRATT FOREST,-31.778634216054453,152.43424703781275
YARRAVEL,-31.042903915015916,152.76190416404904
YARRAWA,-32.44126022881114,150.576279049183
YARRAWARRAH,-34.05472570226118,151.03104000707842
YARRAWONGA,-32.36710695621905,149.6548599596714
BOLIVIA,-29.284003477404863,151.91187258085532
YARRAWONGA PARK,-33.100299529383825,151.54689551091803
YARRIE LAKE,-30.41030770997786,149.51338583010445
YARROW,-35.46507123051386,149.3103854764286
YARROWFORD,-29.651797549436456,151.7478780173381
YARROWITCH,-31.199597053925643,152.06923739801672
YARROWYCK,-30.45175692356469,151.3561546211982
YASS,-34.82564793758533,148.9142048508723
YASS RIVER,-34.92462513240502,149.12186726271233
YATHELLA,-34.91650934186562,147.42649192649657
YATTALUNGA,-33.46793888267277,151.3658610838198
BOLONG,-34.8393416621815,150.64672307300384
YATTE YATTAH,-35.266869684129254,150.41947675927568
YAVEN CREEK,-35.47642962057968,147.9412093266913
YELGUN,-28.47902307115944,153.4982129314972
YELLOW DAM,-29.38260813202439,151.39421406877122
YELLOW PINCH,-36.858201131721025,149.83536973080768
YELLOW ROCK,-33.69617839656461,150.63390368511872
YELLOW ROCK,-34.60241739501524,150.7377038810244
YENDA,-34.22655769800704,146.22546905356134
YENNORA,-33.86184202646521,150.96823151930357
YEOVAL,-32.765970799691544,148.60447774120723
BOLTON POINT,-32.99683416615012,151.61126464525196
YERONG CREEK,-35.38862781859618,147.06415503648608
YERRINBOOL,-34.347706087809364,150.5588693470656
YERRIYONG,-34.98799458526494,150.4808777484873
YESSABAH,-31.110673560935062,152.67636460357988
YETHOLME,-33.43205542562672,149.8130098430064
YETMAN,-28.968346349885188,150.7958856056388
YIPPIN CREEK,-31.455796035336252,152.7113161899256
YOOGALI,-34.312675566225884,146.10001888086157
YORKLEA,-28.94254880848087,153.0775964244823
YOUNG,-34.29814973398075,148.33970444731588
BOLWARRA,-32.71137559309901,151.5748012966749
YOWIE BAY,-34.050757342339246,151.1028251204101
YOWRIE,-36.31498486247801,149.74453755627277
YULLUNDRY,-32.86001486177166,148.66940663338005
YURAYGIR,-29.530856638837253,153.33175493467076
ZARA,-28.31856973393584,153.25734884792865
ZETLAND,-33.90745302264235,151.208600390954
BOLWARRA HEIGHTS,-32.69245020805073,151.5868090500146
BOM BOM,-29.76507623030392,152.96954518230052
BOMADERRY,-34.84656652023629,150.60472818373484
BOMBAH POINT,-32.50432600757188,152.2726059254384
ALSTONVILLE,-28.840872135763924,153.44948459491397
BOMBALA,-36.88599671520807,149.2444875455365
BOMBAY,-35.43373561994757,149.65465315525304
BOMBIRA,-32.57181135208676,149.60523838092573
BOMBO,-34.65353727426308,150.85236062386141
BOMBOWLEE,-35.26238628432889,148.24465418979975
BOMBOWLEE CREEK,-35.27363176449644,148.3173801353204
BOMEN,-35.061383518391565,147.43316309657675
BONALBO,-28.719175855063,152.62501894483526
BONDI,-33.89390411314213,151.26455873444573
ALUMY CREEK,-29.644125573657455,152.95635815800097
BONDI BEACH,-33.88966813528655,151.27243781264312
BONDI FOREST,-37.153018043547505,149.21276778425045
BONDI JUNCTION,-33.89305374724664,151.25077471798835
BONNELLS BAY,-33.109603114801715,151.52424895015943
BONNET BAY,-34.010149923417764,151.0535760799978
BONNY HILLS,-31.585086393907496,152.81908198343527
BONNYRIGG,-33.893557569083285,150.8889611982363
BONNYRIGG HEIGHTS,-33.891211700623096,150.86992338081393
BONSHAW,-29.050895313851775,151.22375639424953
BONVILLE,-30.374911291668496,153.01713259163472
AMAROO,-33.16432289315264,148.92084227066215
BOOERIE CREEK,-28.777877316099605,153.25549734260903
BOOK BOOK,-35.33354876106498,147.54534892980138
BOOKER BAY,-33.51424108906034,151.34726851132882
BOOKHAM,-34.84365923442565,148.6252023667815
BOOKRAM,-29.721919061087423,153.2298953315084
BOOLAMBAYTE,-32.39466367164837,152.2729889095033
BOOLAROO,-32.94796647375521,151.6275784996733
BOOLCARROLL,-30.04777060441878,149.43178420778966
BOOLIGAL,-33.71324680868147,144.74478937476937
BOOLIJAH,-35.05751820114638,150.32896413013057
AMBARVALE,-34.089274917026685,150.79718396157912
BOOMANOOMANA,-35.89135381689784,145.84249800242077
BOOMERANG BEACH,-32.33930071040362,152.53487096828394
BOOMEY,-32.98001730846621,148.9642515929638
BOOMI,-28.70085140165824,149.6308982522984
BOOMI CREEK,-28.484581748147566,152.59893250581123
BOONA MOUNT,-32.6170449104492,147.25964048928824
BOONAL,-28.76070035312522,150.55153627733154
BOONOO BOONOO,-28.915519203182253,152.10238947115346
BOORABEE PARK,-28.684759156486752,153.05677070556905
BOORAGUL,-32.97495448747154,151.60992564683121
ABERCROMBIE RIVER,-33.91030647860342,149.34769183272493
BOORAL,-32.4722387796281,151.97459647418322
BACK CREEK,-28.96166714620234,151.72889385103497
BACK CREEK,-31.96168721321218,152.05316269932968
PALING YARDS,-33.18281270414662,149.7438565574258
RED HILL,-30.49371787410017,150.63409986769065
WOODSTOCK,-29.735773546694585,151.34949118876483
BARANGAROO,-33.860519521152995,151.2015801614206
CHISHOLM,-32.75469613273239,151.63691961112866
BOORGA,-34.01993906724774,146.0087806386218
GOONOO FOREST,-32.016223208633605,148.8826142814058
WAMBANGALANG,-32.56143594317237,148.5008586850531
BOORGANNA,-31.62077345827035,152.37519600301792
BURRANEER,-34.06428794030629,151.13850667692208
CARINGBAH SOUTH,-34.05505666998107,151.11966978882813
DUMARESQ VALLEY,-29.172288845667126,151.48482770699596
MINGOOLA,-29.003518939771652,151.54730085194527
COTTONVALE,-28.524273079264653,151.97194912072231
UNDERCLIFFE,-28.622550994122324,152.18226338856738
LOWER ACACIA CREEK,-28.44559472669925,152.2233951808251
ACACIA CREEK,-28.376275180467935,152.31905916828694
GREGORY HILLS,-34.030345702299506,150.77696976326348
BOOROLONG,-30.344256710166317,151.45902925750866
CURRAWEELA,-34.242964911607785,149.78746504158062
AMOSFIELD,-28.658365856688707,152.0579789229679
BOOKOOKOORARA,-28.780314758356717,152.09145668699009
RUBY CREEK,-28.62591135560879,152.01834546173782
STONEQUARRY,-34.37457590639505,149.76203108633254
WILLSONS DOWNFALL,-28.711534763922003,152.1256847747459
CARROLLS CREEK,-28.832899846985494,152.0924902593043
BOOROOK,-28.80255798765419,152.27243411046814
MEGALONG VALLEY,-33.71927783495671,150.22284424239677
PORT HACKING,-34.069352617196756,151.12528531293987
SUNSET STRIP,-32.27543577083075,142.32587199446453
SYDNEY OLYMPIC PARK,-33.83966375942837,151.06890070789476
WENTWORTH POINT,-33.827645653973654,151.07716747058285
ANABRANCH SOUTH,-33.716004637623556,141.69010751862498
ANABRANCH NORTH,-33.29624633866144,141.80184606561448
BOOROOMA,-35.07112317252775,147.36699587810554
RUFUS,-33.99434131149532,141.33995325809775
PINE CAMP,-33.670532590581615,141.22340864263396
MALLEE,-34.23438213430725,142.5325646398548
PARA,-33.65296503679688,142.09260841265436
MOORARA,-33.02877594252247,142.6530287305636
COOMEALLA,-34.08796359535998,142.09444819431587
PARINGI,-34.2918489121341,142.3904228359759
POMONA,-34.02208723441799,141.88993908468817
BOEILL CREEK,-34.15375194912585,142.10569544768617
MOURQUONG,-34.13844472734073,142.16575660066064
BOOROORBAN,-34.859703970993635,144.7926797886702
TRENTHAM CLIFFS,-34.24342798810758,142.26003936617437
GOODMANS FORD,-34.297922214351246,150.0663753411718
MANDEMAR,-34.43641874561006,150.29904766870473
BALACLAVA,-34.44021695975819,150.4832473253404
BARDIA,-33.977233832116035,150.86187440364174
LEN WATERS ESTATE,-33.91318072606752,150.85286035758253
RENWICK,-34.44991859931344,150.47356098683346
ELIZABETH HILLS,-33.900533347525624,150.8482771543217
NORTH BOURKE,-29.745302437976704,146.07538664930428
BOOROWA,-34.39578812811312,148.73493896151822
TWO MILE FLAT,-32.41351812767063,149.37952976818903
GUNTAWANG,-32.40035665192614,149.44690320179177
ELLERSLIE,-33.824192517628376,142.0280067350095
CARNES HILL,-33.93771521637581,150.84872114940774
KURRABA POINT,-33.84187940657647,151.2231544863883
WEST BUNGAWALBIN,-29.1354281766353,153.1191267695963
GOOD FOREST,-33.58752553546834,150.1107946409626
DARETON,-34.097559255988095,142.03544407815986
TOMKI,-28.863195539925034,153.13272083243726
BEDGERABONG,-33.30884705571392,147.69199200550418
BOOTAWA,-31.924408865264876,152.35899431582925
MANCHESTER SQUARE,-34.60000428402229,150.39800955663347
COLLAROY PLATEAU,-33.73032061097758,151.29070747131797
WHEELER HEIGHTS,-33.72790337846677,151.28065395763937
PAYTENS BRIDGE,-33.562154607343125,148.30596714352436
BUNGARRIBEE,-33.77972161140039,150.8651828330162
GREENHILLS BEACH,-34.03600009952461,151.1636096993361
JORDAN SPRINGS,-33.72378854153932,150.73094430712243
GLEDSWOOD HILLS,-34.01209133059311,150.7811469110685
WHALE BEACH,-33.61285453635592,151.33213735759819
MCCARRS CREEK,-33.64341346942467,151.2761086251178
AVALON BEACH,-33.62951988388267,151.32725739879282
CURRAWONG BEACH,-33.59515117090003,151.29795982590053
LOVETT BAY,-33.63134294259875,151.28046786268717
BILGOLA BEACH,-33.64449902870981,151.3267889753976
BILGOLA PLATEAU,-33.644576002562836,151.31473088683444
